
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,TrackID,ID,
0.626289,,Surface,2,1000052668,52760,
0.283334,,Surface,2,1000052672,52761,
0.304451,,Surface,2,1000052675,52762,
0.309251,,Surface,2,1000052674,52763,
0.374909,,Surface,2,1000052676,52764,
0.252008,,Surface,2,1000052677,52765,
0.276291,,Surface,2,1000052678,52766,
0.221938,,Surface,2,1000052681,52767,
0.290359,,Surface,2,1000052685,52768,
0.292056,,Surface,2,1000052683,52769,
0.292466,,Surface,2,1000052679,52770,
0.293468,,Surface,2,1000052680,52771,
0.544059,,Surface,2,1000052684,52772,
0.427145,,Surface,2,1000052682,52773,
0.311766,,Surface,2,1000052686,52774,
0.274261,,Surface,2,1000052689,52775,
0.315383,,Surface,2,1000052688,52776,
0.260984,,Surface,2,1000052687,52777,
0.307997,,Surface,2,1000052691,52778,
0.311224,,Surface,2,1000052690,52779,
0.368532,,Surface,2,1000052693,52780,
0.312496,,Surface,2,1000052692,52781,
0.329203,,Surface,2,1000052695,52782,
0.3322,,Surface,2,1000052694,52783,
0.368148,,Surface,2,1000052696,52784,
0.419888,,Surface,2,1000052785,52785,
0.332398,,Surface,2,1000052697,52786,
0.437309,,Surface,2,1000052698,52787,
0.388192,,Surface,2,1000052700,52788,
0.395696,,Surface,2,1000052702,52789,
0.44545,,Surface,2,1000052699,52790,
0.329943,,Surface,2,1000052791,52791,
0.270565,,Surface,2,1000052703,52792,
0.27879,,Surface,2,1000052704,52793,
0.375964,,Surface,2,1000052706,52794,
0.399097,,Surface,2,1000052701,52795,
0.261971,,Surface,2,1000052708,52796,
0.405754,,Surface,2,1000052705,52797,
0.323033,,Surface,2,1000052709,52798,
0.469902,,Surface,2,1000052707,52799,
0.397145,,Surface,2,1000052711,52800,
0.272287,,Surface,2,1000052713,52801,
0.204877,,Surface,2,1000052710,52802,
0.350301,,Surface,2,1000052715,52803,
0.262612,,Surface,2,1000052712,52804,
0.277972,,Surface,2,1000052717,52805,
0.378907,,Surface,2,1000052714,52806,
0.287122,,Surface,2,1000052716,52807,
0.270163,,Surface,2,1000052720,52808,
0.381793,,Surface,2,1000052718,52809,
0.39883,,Surface,2,1000052722,52810,
0.408357,,Surface,2,1000052719,52811,
0.29423,,Surface,2,1000052723,52812,
0.232633,,Surface,2,1000052721,52813,
0.303679,,Surface,2,1000052726,52814,
0.50145,,Surface,2,1000052724,52815,
0.285542,,Surface,2,1000052725,52816,
0.534148,,Surface,2,1000052728,52817,
0.342021,,Surface,2,1000052727,52818,
0.305948,,Surface,2,1000052729,52819,
0.242433,,Surface,2,1000052730,52820,
0.192484,,Surface,2,1000052731,52821,
0.464872,,Surface,2,1000052733,52822,
0.321163,,Surface,2,1000052823,52823,
0.238147,,Surface,2,1000052735,52824,
0.308493,,Surface,2,1000052732,52825,
0.283932,,Surface,2,1000052736,52826,
0.363624,,Surface,2,1000052734,52827,
0.369125,,Surface,3,1000052668,52828,
0.336893,,Surface,3,1000052669,52829,
0.339318,,Surface,3,1000052648,52830,
0.318447,,Surface,3,1000052650,52831,
0.313986,,Surface,3,1000052649,52832,
0.300965,,Surface,3,1000052651,52833,
0.241027,,Surface,3,1000052655,52834,
0.300585,,Surface,3,1000052652,52835,
0.32953,,Surface,3,1000052654,52836,
0.293765,,Surface,3,1000052656,52837,
0.587236,,Surface,3,1000052657,52838,
0.287304,,Surface,3,1000052658,52839,
0.274503,,Surface,3,1000052659,52840,
0.541137,,Surface,3,1000052841,52841,
0.276308,,Surface,3,1000052660,52842,
0.252746,,Surface,3,1000052661,52843,
0.287542,,Surface,3,1000052662,52844,
0.33329,,Surface,3,1000052663,52845,
0.406839,,Surface,3,1000052665,52846,
0.46496,,Surface,3,1000052664,52847,
0.234912,,Surface,3,1000052666,52848,
0.286377,,Surface,3,1000052667,52849,
0.277048,,Surface,3,1000052671,52850,
0.339573,,Surface,3,1000052670,52851,
0.527028,,Surface,3,1000052674,52852,
0.323962,,Surface,3,1000052673,52853,
0.419246,,Surface,3,1000052672,52854,
0.644534,,Surface,3,1000052681,52855,
0.346788,,Surface,3,1000052675,52856,
0.377544,,Surface,3,1000052677,52857,
0.27154,,Surface,3,1000052678,52858,
0.314137,,Surface,3,1000052685,52859,
0.256287,,Surface,3,1000052676,52860,
0.238964,,Surface,3,1000052680,52861,
0.256901,,Surface,3,1000052679,52862,
0.233923,,Surface,3,1000052683,52863,
0.542117,,Surface,3,1000052684,52864,
0.414939,,Surface,3,1000052682,52865,
0.324242,,Surface,3,1000052689,52866,
0.330465,,Surface,3,1000052687,52867,
0.351559,,Surface,3,1000052686,52868,
0.316309,,Surface,3,1000052688,52869,
0.269897,,Surface,3,1000052692,52870,
0.429342,,Surface,3,1000052690,52871,
0.229571,,Surface,3,1000052691,52872,
0.376918,,Surface,3,1000052693,52873,
0.392068,,Surface,3,1000052695,52874,
0.400612,,Surface,3,1000052694,52875,
0.445796,,Surface,3,1000052697,52876,
0.367142,,Surface,3,1000052785,52877,
0.325771,,Surface,3,1000052696,52878,
0.358893,,Surface,3,1000052698,52879,
0.475544,,Surface,3,1000052702,52880,
0.286418,,Surface,3,1000052700,52881,
0.41788,,Surface,3,1000052791,52882,
0.312371,,Surface,3,1000052699,52883,
0.381617,,Surface,3,1000052704,52884,
0.38952,,Surface,3,1000052706,52885,
0.345226,,Surface,3,1000052703,52886,
0.378732,,Surface,3,1000052708,52887,
0.247582,,Surface,3,1000052701,52888,
0.397348,,Surface,3,1000052705,52889,
0.313754,,Surface,3,1000052709,52890,
0.356445,,Surface,3,1000052891,52891,
0.446996,,Surface,3,1000052711,52892,
0.29655,,Surface,3,1000052713,52893,
0.404445,,Surface,3,1000052710,52894,
0.335357,,Surface,3,1000052714,52895,
0.651494,,Surface,3,1000052715,52896,
0.26786,,Surface,3,1000052712,52897,
0.25181,,Surface,3,1000052717,52898,
0.317423,,Surface,3,1000052718,52899,
0.320733,,Surface,3,1000052716,52900,
0.28146,,Surface,3,1000052720,52901,
0.435718,,Surface,3,1000052722,52902,
0.427865,,Surface,3,1000052719,52903,
0.280458,,Surface,3,1000052721,52904,
0.294206,,Surface,3,1000052723,52905,
0.308225,,Surface,3,1000052726,52906,
0.286113,,Surface,3,1000052724,52907,
0.320818,,Surface,3,1000052725,52908,
0.496335,,Surface,3,1000052728,52909,
0.305324,,Surface,3,1000052727,52910,
0.249507,,Surface,3,1000052729,52911,
0.364642,,Surface,3,1000052730,52912,
0.273976,,Surface,3,1000052731,52913,
0.337182,,Surface,3,1000052732,52914,
0.346467,,Surface,3,1000052733,52915,
0.38471,,Surface,3,1000052735,52916,
0.361964,,Surface,3,1000052823,52917,
0.456453,,Surface,3,1000052736,52918,
0.341478,,Surface,3,1000052734,52919,
0.329204,,Surface,4,1000052671,52920,
0.391117,,Surface,4,1000052669,52921,
0.340659,,Surface,4,1000052650,52922,
0.238594,,Surface,4,1000052648,52923,
0.404982,,Surface,4,1000052649,52924,
0.266001,,Surface,4,1000052651,52925,
0.601408,,Surface,4,1000052655,52926,
0.28753,,Surface,4,1000052652,52927,
0.270273,,Surface,4,1000052654,52928,
0.339946,,Surface,4,1000052653,52929,
0.358588,,Surface,4,1000052656,52930,
0.311087,,Surface,4,1000052657,52931,
0.29461,,Surface,4,1000052658,52932,
0.2442,,Surface,4,1000052659,52933,
